Item,Transaction,Kuantitas
PANCI SET 4 HAPPYFUN,1592,1
JAM DINDING OGANA JUMBO,1592,1
SPRITE/FANTA/COLA,1592,4
GULA ROSEBRAND,1592,2
AGAR-AGAR INACO 1 KG,1593,1
WAJAN WARNA GSF,1594,1
KOMPOR RINNAI 522 C,1594,1
TEMPAT TISU KOTAK PANJANG,1594,1
RAK COSMIC 3SSN ABU,1595,1
TEMPAT TISU KOTAK PANJANG,1595,1
BANGKU BAKSO HITAM TABITA,1595,1
TEMPAT TISU KOTAK PANJANG,1596,1
TREMOS ELEPHANT,1597,1
SARIWANGI 1 BOX,1597,20
KIPAS WELHOME BERDIRI 1681,1598,1
TUDUNG SAJI WARNA,1599,1
BOTOL KACA KAKTUS,1600,2
MASKER DUCKBIL HITAM,1600,1
SANDAL POLKADOT,1600,1
KACANG KORO,1601,1
BOTOL KACA KAKTUS,1601,2
TOPLES PUZZLE SET,1601,1
BOTOL HYDRO LIONSTAR,1601,1
KERANJANG PAJERO WARNA,1602,1
JAM DINDING OGANA JUMBO,1602,1
BOTOL HYDRO LIONSTAR,1602,1
KERANJANG PAJERO WARNA,1603,2
RAK COSMIC 3SSN ABU,1603,1
SARUNG GAJAH UNGGUL,1603,1
PAYUNG LIPAT MOTIF,1603,2
MASKER EARLOOP 3PLY,1603,1
TEMPAT SABUN PASIFIK,1604,1
BANTAL CINTA,1605,1
TREMOS ELEPHANT,1605,1
WALLPAPER DAPUR 5M,1605,2
MAINAN JEEP PUTIH,1605,1
MEJA BELAJAR IMPOR KARAKTER,1605,1
CUTER TRANSPARAN,1606,1
KERANJANG PAJERO WARNA,1607,1
AGAR-AGAR INACO 1 KG,1607,1
JIPANG,1607,1
TELOR ASIN,1607,4
NAMPAN 5 SL GEDE,1608,5
ROTI BAGELEN,1608,1
AGAR-AGAR INACO 1 KG,1609,2
MASKER DUCKBIL HITAM,1609,1
PANCI SET 4 HAPPYFUN,1610,2
AGAR-AGAR INACO 1 KG,1610,1
JIPANG,1610,1
KURMA AL QASEEM,1610,1
KIPAS WELHOME BERDIRI 1681,1611,1
DOUBLE HANGER BY SHENAR,1612,1
KERANJANG PAJERO WARNA,1613,1
LEMARI LS2P KACA,1613,1
BAK HITAM 28 SJP,1613,1
PAYUNG PELANGI JUMBO,1613,1
MASKER EARLOOP 3PLY,1613,1
POMPA GALON ELEKTRIK GSF,1614,1
TAS PARSEL,1614,1
GELAS TIFFANY,1614,1
SAJADAH AL JEDAH,1615,1
PANCI SET 4 HAPPYFUN,1615,1
KERANJANG PAJERO WARNA,1615,1
BAK HITAM 28 SJP,1615,1
MAINAN TRUK TTP 777,1615,1
LEMARI ACTIV 3P ZIGZAG,1615,1
KERANJANG PAJERO WARNA,1616,2
ROTI BAGELEN,1617,1
PIRING ROTAN PLASTIK,1618,2
 200 GRAM,1618,1
BOTOL HYDRO LIONSTAR,1618,1
CUTER TRANSPARAN,1619,1
MASKER DUCKBIL HITAM,1620,1
KERANJANG PAJERO WARNA,1621,1
WAJAN KUPING ENAMEL,1621,1
TOBELO COKLAT GOLDEN BALLS,1621,1
KERANJANG PAJERO WARNA,1622,3
TREMOS SOLARIS LION STAR,1623,1
SAMPAH INJAK,1623,1
KOMPOR RINNAI 522A,1623,1
MAINAN TARIK,1624,1
PANCI SET 4 HAPPYFUN,1624,1
TEMPAT SOP,1624,1
WAJAN GAGANG WARNA,1624,1
KERANJANG PAJERO WARNA,1624,1
TREMOS ELEPHANT,1625,2
SPRITE/FANTA/COLA,1625,1
SERBET/LAP PIRING,1625,1
JAM DINDING OGANA JUMBO,1625,1
ceret plastik jago,1625,1
KIPAS WELHOME BERDIRI 1681,1626,1
TALENAN,1626,1
BAK HITAM 28 SJP,1626,1
JAM DINDING OGANA JUMBO,1627,2
BAK HITAM 28 SJP,1627,1
PAYUNG PELANGI JUMBO,1627,1
PANCI SET 4 HAPPYFUN,1627,1
NAMPAN 4 SEDENG,1628,4
TAS PARSEL,1629,2
KARPET JASMINE,1630,1
WALLPAPER DAPUR 5M,1630,1
KARPET JASMINE,1631,1
MASKER DUCKBIL HITAM,1631,1
JEMURAN HOLDING TABITHA 30 STIK,1632,1
NAMPAN 5 SL GEDE,1632,1
MASKER DUCKBIL HITAM,1633,1
TOPRON,1634,1
TAS PARSEL,1634,1
RAK CHIKI/SNACK JUMBO,1635,1
TEMPAT TISU KOTAK PANJANG,1636,1
MASKER EARLOOP 3PLY,1637,2
BATANG KORDEN 1.5M,1638,2
BATANG KORDEN 1M,1638,1
KORDEN SMOKRING,1638,3
NAMPAN 5 SL GEDE,1638,1
BOLA MANDI 25,1639,1
NAMPAN 5 SL GEDE,1639,1
BUSA INOAC UK 120X20,1639,1
MAINAN BAYI MANDI,1639,1
KIPAS TORNADO 3IN1 NEW VIVA,1640,1
KIPAS DINDING WELHOME 1663E,1641,1
MAINAN TARIK,1642,1
KIPAS DINDING WELHOME 1663E,1642,1
TOBELO COKLAT GOLDEN BALLS,1643,1
LEMARI LS2P KACA,1643,1
KERANJANG PAJERO WARNA,1643,1
KARPET JASMINE,1644,1
BOX EZ 75,1645,2
KASUR LANTAI PALEMBANG,1645,1
JAM DINDING OGANA JUMBO,1645,1
NAMPAN 5 SL GEDE,1645,1
PRESTO GSF 26CM,1645,1
PAYUNG LIPAT MOTIF,1645,1
PAYUNG 16 JARI,1645,3
SPREI HOME UK 160 & 180,1645,1
KACANG KORO,1646,2
RAK COSMIC 3SSN ABU,1646,1
KERANJANG PAJERO WARNA,1646,1
RAK SEPATU SUSUN 5 GSF,1647,1
KERANJANG PAJERO WARNA,1647,1
BOTOL KACA KAKTUS,1647,1
KACANG KORO,1647,1
RACUN CICAK,1647,1
TOBELO COKLAT GOLDEN BALLS,1647,1
KERANJANG PAJERO WARNA,1648,1
GELAS TIFFANY,1648,1
KURMA AL QASEEM,1648,1
CANGKIR HUSTON,1649,1
MAINAN TRUK ST 2026,1649,10
KERANJANG PAJERO WARNA,1650,1
LEMARI LS2P KACA,1650,1
TELUR ASIN,1651,3
KERANJANG PAJERO WARNA,1651,1
BUSA INOAC 140*20,1652,1
GULA ROSEBRAND,1653,2
SPRITE/FANTA/COLA,1653,2
UNTIR-UNTIR,1653,1
MAKARONI 125 GRAM,1653,1
KERANJANG PAJERO POLOS,1653,1
TIRAI MAGNET ANTI NYAMUK,1654,2
PIRING ROTAN PLASTIK,1655,1
GAGANG SUPERMOP,1656,1
MAINAN TRUK ST 2026,1657,1
SARIWANGI 1 BOX,1657,1
JEMURAN MENARA SHENAR,1658,1
BOTOL MINUM 750ML SL,1658,1
SIRUP MARJAN,1659,1
MIE SEDAP,1659,1
JAM DINDING VINODA JUMBO,1659,1
KERANJANG PAJERO WARNA,1660,2
PLATINUM,1661,1
PRIORITAS NU NUT,1661,1
GULA ROSEBRAND,1661,4
MAN BOWL KACA 5 SSN,1661,1
SARUNG WADIMOR,1661,1
TELUR ASIN,1661,4
MASKER DUCKBIL HITAM,1662,1
AGAR-AGAR INACO 1 KG,1662,1
TAS PARSEL,1663,1
MEJA BELAJAR IMPOR KARAKTER,1663,1
JEMURAN ALUMINIUM STANDART WARNA,1663,1
CANGKIR LEPEK JAGO,1664,1
TERMOS 500ML TYPE 1132,1664,1
WAFER TANGO,1664,1
BOTOL KACA KAKTUS,1664,1
BAK HITAM 28 SJP,1664,1
DOUBLE PAN HAPPY CALL,1665,1
MONDE SUSU CHOCOCHIPS,1666,3
KERANJANG PAJERO WARNA,1667,1
TOPLES PUZZLE SET,1667,1
TAS PARSEL,1667,1
RACUN CICAK,1668,2
GELAS CANTEL KOPI,1669,2
 200 GRAM,1669,1
BOTOL KACA KAKTUS,1669,1
NAMPAN 5 SL GEDE,1669,1
GULA ROSEBRAND,1670,1
SAPU DUK BINTANG,1670,1
MAINAN MOBIL KGP 167,1671,3
AGAR-AGAR INACO 1 KG,1671,1
DISPENSER MIYAKO WD190PH,1672,1
KERANJANG PAJERO WARNA,1673,4
GULA ROSEBRAND,1673,1
TEKO SET JAGO,1674,2
MONDE SUSU CHOCOCHIPS,1674,1
BATAGOR MINI 200 GRAM,1674,1
CERMIN SIZE XXL,1674,1
BATANG KORDEN 1M,1675,1
KORDEN SMOKRING,1675,1
RACUN CICAK,1676,1
TAS PARSEL,1676,1
SET PRASMANAN STENLIS,1677,1
KIPAS WELHOME BERDIRI 1681,1677,1
GULA ROSEBRAND,1677,2
JIPANG,1677,10
ROMA KELAPA 1 PACK,1677,1
MAINAN TRUK ST 2026,1677,5
BATAGOR MINI 200 GRAM,1677,1
KURMA AL QASEEM,1677,1
TAS PARSEL,1677,1
TELUR ASIN,1678,2
MONDE SUSU CHOCOCHIPS,1679,1
RANTANG GOLDEN,1679,1
BUSA ROYAL 120x30,1680,1
MAGICOM COSMOS CRJ 3232,1681,1
TEKO SET JAGO,1682,1
TELUR ASIN,1682,3
MASKER EARLOOP 3PLY,1683,1
MASKER DUCKBIL HITAM,1683,1
KERANJANG PAJERO WARNA,1684,1
KERANJANG PAJERO WARNA,1685,1
KURMA AL QASEEM,1686,1
TREMOS INDOGLASS 750ML,1687,1
POMPA GALON ELEKTRIK GSF,1688,1
KERANJANG PAJERO WARNA,1689,2
PEL PELAN VINODA,1689,1
GELAS MUG TTP 1 WARNA,1689,1
PANGGANGAN PORTABEL,1690,1
MAINAN TRUK ST 2026,1690,1
MASKER DUCKBIL HITAM,1691,1
TAS PARSEL,1692,2
BAK HITAM 28 SJP,1692,1
CUTER TRANSPARAN,1692,1
CUTER TRANSPARAN,1693,1
MASKER EARLOOP 3PLY,1694,2
KORDEN SMOKRING,1695,2
BATANG KORDEN 1.5M,1695,1
KIPAS WELHOME BERDIRI 1681,1696,1
BUSA ROYAL REE 120x22,1696,1
SIKAT BAJU GAGANG,1697,1
BUSA ROYAL REE 120x22,1697,1
PRESTO GSF 26CM,1698,1
LOYANG NASTAR KCL,1698,1
GELAS CANTEL KOPI,1699,1
SAJADAH AL JEDAH,1699,2
JEMURAN HOLDING TABITHA 30 STIK,1700,1
TOPRON,1701,1
KERANJANG PAJERO WARNA,1701,2
BAK HITAM 28 SJP,1701,1
TAS PARSEL,1702,2
KIPAS WELHOME BERDIRI 1681,1702,1
GAGANG SUPERMOP,1703,1
MAWAR LAUNDRY REFILL,1703,2
SANDAL SWALLOW SERI,1704,1
PANCI MILKPAN ANDORA,1705,2
JIPANG,1705,1
MAKARONI 125 GRAM,1705,1
AGAR-AGAR INACO 1 KG,1706,1
WALLPAPER DAPUR 5M,1706,3
SPREI FATA 140,1706,1
BUSA ROYAL 160x20,1707,1
BOTOL MINUM 750ML SL,1707,1
TIMBANGAN KUE GSF DIGITAL 4505,1708,1
BOTOL HYDRO LIONSTAR,1709,1
SERBET/LAP PIRING,1709,1
TOBELO COKLAT GOLDEN BALLS,1709,1
TIMBANGAN BADAN KECIL,1709,1
PARSEL PAHE 1,1710,1
PARSEL PAHE 2,1710,1
PARSEL PAHHE 3,1710,1
TAS PERALATAN KM,1711,1
KARPET JASMINE,1712,1
MAINAN MOBIL KGP 167,1713,4
NAMPAN 5 SL GEDE,1713,2
BANTAL/GULING MAHKOTA HITAM,1714,2
BOTOL KACA KAKTUS,1715,30
PAYUNG PELANGI JUMBO,1715,1
MASKER EARLOOP 3PLY,1715,1
BOTOL HYDRO LIONSTAR,1716,1
AGAR-AGAR INACO 1 KG,1717,1
MAWAR LAUNDRY REFILL,1717,8
PANCI GORENG SERBAGUNA GSF,1717,1
KIPAS TORNADO 3IN1 NEW VIVA,1718,1
MAINAN TRUK ST 2026,1718,2
SPRITE/FANTA/COLA,1719,1
JAM DINDING VINODA JUMBO,1720,4
MONDE SUSU CHOCOCHIPS,1720,2
BEDCOVER HAWAII,1720,1
BONCENGAN ROTAN TANPA LILITAN,1721,1
NAMPAN 5 SL GEDE,1721,1
HANDUK MERAH PUTIH UK60,1722,1
MAINAN TRUK ST 2026,1723,9
TAS PARSEL,1723,1
KENTANG GORENG 1 BALL,1723,1
BOTOL KACA KAKTUS,1724,1
MILK POT UK16,1724,1
TALENAN,1725,1
PISAU SULTAN,1725,1
SANDAL POLKADOT,1725,1
TREMOS INDOGLASS 500ML,1726,1
KIPAS WELHOME BERDIRI 1681,1726,1
SARUNG WADIMOR,1727,1
GAGANG SUPERMOP,1728,1
BAK HITAM 28 SJP,1728,2
PAYUNG 16 JARI,1728,1
KERANJANG PAJERO WARNA,1729,1
BAK HITAM 28 SJP,1729,2
CANGKIR FRONTERA,1729,1
MAINAN TRUK ST 2026,1729,1
TEH SOSRO,1730,1
MAINAN TRUK ST 2026,1730,2
MASKER EARLOOP 3PLY,1730,1
MAINAN TRUK ST 2026,1731,1
MAINAN TRUK ST 2026,1732,1
MAINAN TARIK,1733,1
TOBELO COKLAT GOLDEN BALLS,1733,1
TEKO SET JAGO,1733,1
MAKARONI 125 GRAM,1735,1
OVEN BIMA SEDANG 3SSN,1735,2
AGAR-AGAR INACO 1 KG,1735,1
SALEH PISANG KECIL,1735,2
JIPANG,1736,1
TIMBANGAN BADAN KECIL,1737,1
TEKO SET JAGO,1738,1
BONCENGAN ROTAN TANPA LILITAN,1739,1
KURSI BAKSO PLASTIK,1740,2
BOTOL KACA KAKTUS,1740,1
PANCI SET 4 HAPPYFUN,1740,1
UNTIR-UNTIR,1740,2
PIRING ROTAN PLASTIK,1740,1
PIRING ROTAN PLASTIK,1741,2
BOTOL KACA KAKTUS,1741,1
UNTIR-UNTIR,1741,1
KACANG BANDUNG,1741,1
SAPU DUK BINTANG,1741,1
SPREI HOME UK 160 & 180,1742,1
GELAS MUG TTP 1 WARNA,1742,1
BOX 10 EZ,1743,1
STIKER MOMO,1743,1
JAM DINDING OGANA JUMBO,1744,1
SAMPAH INJAK,1744,1
KURMA AL QASEEM,1745,1
KACANG BANDUNG,1746,2
AGAR INACO SET KILO,1746,1
SPRITE/FANTA/COLA,1746,4
SEBLAK WARNA 200G,1746,1
PANCI SET 4 HAPPYFUN,1747,15
MONDE SUSU CHOCOCHIPS,1747,1
MAINAN TRUK ST 2026,1748,1
KERANJANG PAJERO WARNA,1748,3
SPRITE/FANTA/COLA,1748,1
KURMA AL QASEEM,1748,1
PIRING ROTAN PLASTIK,1748,1
LEMARI SERBAGUNA GALVANIS 3P,1749,1
SANDAL POLKADOT,1750,1
 200 GRAM,1751,3
GAGANG SUPERMOP,1751,1
TREMOS INDOGLASS 500ML,1751,1
ceret plastik jago,1751,3
UNTIR-UNTIR,1752,5
JIPANG,1752,4
BATAGOR MINI 200 GRAM,1752,1
KOMPOR TANAM WELHOME 2 TUNGKU,1752,2
NAMPAN 5 SL GEDE,1752,1
BAK HITAM 28 SJP,1752,2
LEMARI LS2P KACA,1753,1
SAMBUNGAN KRAN,1753,1
RAK PIRING EKONOMI BESAR,1755,1
BOTOL KACA KAKTUS,1755,1
SENDOK/GARPU BATIK,1755,1
KERANJANG POPOK BAYI,1755,1
SEROK JUMBO,1756,1
KOMPOR TANAM WELHOME 2 TUNGKU,1757,1
BOTOL KACA KAKTUS,1758,30
SET PRASMANAN STENLIS,1759,1
HANDUK MERAH PUTIH UK60,1760,1
TIMBANGAN KUE GSF DIGITAL 4505,1760,1
PISAU SULTAN,1760,1
MUKENA FATIMAH VELVET ORY,1760,1
SAMPAH INJAK,1760,1
SANDAL POLKADOT,1760,1
PANCI SET 4 HAPPYFUN,1760,2
TOPRON,1760,1
SET PRASMANAN STENLIS,1760,1
BELLAROSA COKLAT DREAM,1760,1
RAK SET GANTUNG 3IN1,1761,1
BAK HITAM 28 SJP,1762,3
GAGANG SUPERMOP,1763,1
TIMBANGAN DAPUR KENMASTER,1763,2
SPREI HOMEMADE 120,1764,1
KENTANG GORENG 1 BALL,1766,1
SPRITE/FANTA/COLA,1766,12
BELLAROSA NUT NUT,1767,1
MAINAN TRUK ST 2026,1767,1
SPREI RUMBAI ILLUSIONS,1768,1
BANTAL/GULING MAHKOTA MERAH,1768,1
NAMPAN 4 SEDENG,1769,1
BOTOL KACA KAKTUS,1769,2
PANCI SET 4 HAPPYFUN,1769,1
BELLAROSA SIRUP LEBARAN,1769,1
KIPAS WELHOME BERDIRI 1681,1770,1
AGAR-AGAR INACO 1 KG,1771,3
BAK HITAM 28 SJP,1771,1
TOBELO COKLAT GOLDEN BALLS,1771,2
MEJA BELAJAR IMPOR KARAKTER,1773,1
MASKER EARLOOP 3PLY,1773,1
WAJAN KUPING ENAMEL,1774,1
PANCI SET 4 HAPPYFUN,1774,1
BAK HITAM 28 SJP,1774,1
BOTOL KACA KAKTUS,1775,1
MASKER DUCKBIL HITAM,1775,1
ceret plastik jago,1776,2
SPREI ILLUSION 160,1777,2
BOTOL KACA KAKTUS,1778,15
PERETAN SERBAGUNA,1778,5
TEAPOT SARINGAN,1779,1
BAK HITAM 28 SJP,1779,1
SUMPIA UDANG,1779,1
SARUNG WADIMOR,1781,2
CELENGAN SIZE S,1781,1
FRYPAN SET TEFLON HITAM ISI 2,1782,1
TIMBANGAN DAPUR KENMASTER,1783,1
SPRITE/FANTA/COLA,1784,1
KIPAS DINDING WELHOME 1663E,1785,1
BLENDER OMEGA NATIONAL,1785,1
JIPANG,1785,1
SPRITE/FANTA/COLA,1785,6
SPRINGBED BIGLAND 160,1786,1
SANDAL POLKADOT,1787,1
MAWAR LAUNDRY REFILL,1788,2
TIMBANGAN BADAN VINODA,1788,1
SPRITE/FANTA/COLA,1789,1
CELENGAN SIZE L,1790,2
ROTI BAGELEN,1791,1
TOBELO COKLAT GOLDEN BALLS,1791,1
MAWAR LAUNDRY REFILL,1791,1
TAS PARSEL,1791,1
KIPAS WELHOME BERDIRI 1681,1792,1
PEL PELAN VINODA,1792,1
MEJA SETRIKA DUDUK,1793,1
KIPAS WELHOME BERDIRI 1681,1794,1
CELANA KODOK BAYI,1794,1
JAM DINDING OGANA JUMBO,1794,1
AGAR-AGAR INACO 1 KG,1794,1
JIPANG,1794,1
KAPSTOK NAGAMAS 8 KAIT,1794,1
SENDOK/GARPU BATIK,1795,1
KAPSTOK NAGAMAS 8 KAIT,1795,1
MAINAN TARIK,1795,1
AGAR-AGAR INACO 1 KG,1795,1
RACUN TIKUS,1795,1
SPRINGBED VALENCIA,1795,2
PEL PELAN VINODA,1795,1
KACANG BANDUNG,1795,3
NAMPAN 5 SL GEDE,1795,1
NAMPAN 4 SEDENG,1796,1
KARPET SPONS MURAH,1797,1
TOPLES KRUPUK 10L,1797,1
KERANJANG PAJERO WARNA,1797,2
BOTOL MINUM 750ML SL,1797,1
KERANJANG PAJERO WARNA,1798,1
SPRITE/FANTA/COLA,1800,12
SETRIKA OMICO,1801,1
NAMPAN 5 SL GEDE,1802,1
KAPSTOK WARNA,1802,1
MAINAN JEEP PUTIH,1803,1
BANTAL/GULING MAHKOTA HITAM,1804,2
BANTAL/GULING MAHKOTA MERAH,1804,1
SENDOK/GARPU BATIK,1804,2
BLENDER MIYAKO 3 IN 1 BL-102 PL,1805,1
LEMARI GALVANIS 3P,1805,1
TEKO SET JAGO,1807,1
SPRINGBED BIGLAND 140,1808,1
MEJA BELAJAR JUMBO+ KURSI APANEL,1808,1
BANTAL/GULING MAHKOTA MERAH,1808,7
BAD SORONG,1808,1
TEMPAT TISU KOTAK PERSEGI,1808,1
SULAK WOL,1808,1
TALENAN,1808,1
PEL PELAN GSF,1808,2
PANGGANGAN LIPAT,1808,1
TEKO SIUL MASPION 26,1808,1
PANCI GORENG SARANGAN,1808,1
NAMPAN 5 SL GEDE,1809,2
CELENGAN SIZE L,1809,3
CELENGAN SIZE XL,1809,1
KERANJANG PAJERO WARNA,1810,6
KARPET SPONS MURAH,1811,1
LEMARI LS2P KACA,1811,1
BELLAROSA NUT NUT,1812,2
MAINAN TRUK ST 2026,1812,20
BANTAL/GULING MAHKOTA MERAH,1812,2
SARUNG WADIMOR,1813,1
GELAS MUG TTP 1 WARNA,1814,1
JAM DINDING MOTIF LOVE,1814,1
MAWAR LAUNDRY REFILL,1814,1
BEDCOVER HAWAII,1814,3
PAYUNG 16 JARI,1814,1
STIK BALADO DUS,1814,2
RACUN TIKUS,1814,2
CELENGAN SIZE XL,1815,1
KAPSTOK NAGAMAS 8 KAIT,1816,1
SPREI ILLUSION 160,1816,1
PIRING PLASTIK JAGO 6PCS,1817,1
KORDEN SMOKRING,1818,1
BATANG KORDEN 1M,1818,1
TALENAN KAYU KCL,1818,1
BOTOL HYDRO LIONSTAR,1818,1
JAM VINODA JUMBO,1818,1
LEMARI PLASTIK 3SSN NAPOLLY,1819,1
MONDE SUSU CHOCOCHIPS,1819,1
LEM DEXTON BOTOL,1820,1
PANCI GORENG SARANGAN,1820,1
MIE SEDAP,1820,2
JAM DINDING VINODA JUMBO,1820,2
KAPSTOK WARNA,1820,2
PERETAN SERBAGUNA,1820,1
JIPANG,1820,2
BOTOL KACA KAKTUS,1821,10
JAM DINDING OGANA JUMBO,1821,2
LEMARI LS2P KACA,1822,1
CELENGAN SIZE S,1823,1
KIPAS WELHOME BERDIRI 1681,1824,1
TOPLES CALISTA JASMIN SET,1824,1
PERETAN SERBAGUNA,1825,1
MANTEL CERIA,1826,1
CELENGAN SIZE L,1826,1
GILINGAN MIE GSF,1827,1
PEL PELAN NAGOYA,1827,1
PERASAN JERUK STENLIS,1827,1
TOPLES NASTAR CAVEL,1828,4
OVEN BIMA SEDANG 3SSN,1829,14
BANTAL/GULING MAHKOTA MERAH,1830,1
AGAR-AGAR INACO 1 KG,1831,3
 200 GRAM,1831,3
SPRINGBED VALENCIA,1832,1
STIK BALADO DUS,1833,1
CELENGAN SIZE XL,1833,1
TAS PARSEL,1833,1
GAGANG SUPERMOP,1833,1
CANGKIR LEPEK ROSE,1834,1
STIK BALADO DUS,1835,3
BOX EZ 30,1835,1
KERANJANG PAJERO WARNA,1835,1
BOTOL MINUM 750ML SL,1836,1
PANCI GORENG SERBAGUNA GSF,1836,1
BOTOL HYDRO LIONSTAR,1837,1
SENDOK/GARPU BATIK,1838,2
TREMOS SOLARIS LION STAR,1838,1
HURUF FU 1135,1838,1
EMBER 40L WARNA PAIL UKIR,1839,1
KAPSTOK NAGAMAS 8 KAIT,1839,1
MAGICOM COSMOS CRJ 3306,1840,1
MAKARONI 125 GRAM,1840,1
UNTIR-UNTIR,1840,1
BATAGOR MINI 200 GRAM,1840,1
KIPAS TORNADO 3IN1 NEW VIVA,1842,1
KERANJANG PAJERO WARNA,1843,1
MEJA ANAK PLASTIK,1843,1
SAJADAH PRADA TAS,1844,1
LEMARI PIRING SLIDING PLUS LACI 6P,1844,1
BUSA ROYAL 140x20,1844,1
BUSA LIPAT UK 120,1845,1
MUKENA FATIMAH VELVET ORY,1846,1
GELAS TIFFANY,1847,1
TAS PARSEL,1847,1
PIRING 2 WARNA,1848,1
CANGKIR LEPEK 2 WARNA,1848,1
PLAYMATE  EXCLUSIVE,1848,1
CELENGAN SIZE S,1848,1
PAYUNG LIPAT MOTIF,1848,1
REGULATOR DESTEC PANDOM METER,1849,1
GELAS JUS PORTO,1850,1
KAPSTOK WARNA,1850,1
KAPSTOK NAGAMAS 8 KAIT,1850,3
KIPAS DINDING WELHOME 1663E,1851,3
PIRING 2 WARNA,1852,1
KIPAS DINDING WELHOME 1663E,1853,1
SANDAL SIMIQI,1853,1
AGAR INACO SET KILO,1853,1
MAKARONI 125 GRAM,1853,1
BOTOL MINUM 750ML SL,1854,3
MAKARONI 125 GRAM,1855,1
KASUR LANTAI PALEMBANG,1856,1
TOPLES NASTAR CAVEL,1857,1
TIMBANGAN DIGITAL AXLO 40KG,1857,1
LAMPU LEED 5 WATT,1857,2
SPRITE/FANTA/COLA,1857,6
KACANG BANDUNG,1858,1
TOBELO COKLAT GOLDEN BALLS,1858,1
GAGANG SUPERMOP,1858,1
SAMPAH INJAK,1859,1
TOPRON,1859,1
TREMOS ELEPHANT,1860,1
SPRINGBED BIGDREAM 180,1860,1
TOPLES NASTAR CAVEL,1861,1
RAK COSMIC 3SSN ABU,1862,1
TAS PARSEL,1862,1
BELLAROSA SIRUP LEBARAN,1862,1
CELENGAN SIZE S,1862,1
AGAR INACO SET KILO,1863,1
CELENGAN SIZE L,1864,1
LEMARI GMCC TIREX 3SSN,1865,4
JAM DINDING OGANA JUMBO,1866,1
KAPSTOK WARNA,1866,1
PAYUNG LIPAT MOTIF,1866,1
LEMARI ACTIV 3P ZIGZAG,1866,1
KURMA AL QASEEM,1866,1
BLENDER OMEGA NATIONAL,1867,1
KAPSTOK NAGAMAS 8 KAIT,1868,1
AGAR-AGAR INACO 1 KG,1869,1
 130GR,1869,1
MAINAN TRUK ST 2026,1870,6
CELANA KODOK BAYI,1870,1
STIK BALADO DUS,1871,4
TREMOS ELEPHANT,1872,1
MANTEL ELMONDO ANAK,1873,1
BOTOL MINUM 750ML SL,1873,1
PISAU SET GSF,1873,1
BOX CB 75,1874,1
MEJA SETRIKA DUDUK,1875,1
CELENGAN SIZE M,1875,1
MAINAN JEEP PUTIH,1876,1
TALENAN KAYU KCL,1876,1
KACANG BANDUNG,1876,1
BOX CB 75,1877,1
KALIGRAFI 3IN1,1878,1
TOPRON,1879,1
RAK SEPATU SUSUN 5 GSF,1879,1
PERETAN SERBAGUNA,1880,1
BOLA MANDI 25,1880,1
BANGKU KECIL/DINGKLIK BULAT,1881,2
GELAS JUS PORTO,1882,1
TREMOS SOLARIS LION STAR,1883,1
PIRING ROTAN PLASTIK,1884,2
GELAS MUG TTP 1 WARNA,1885,1
MAINAN TARIK,1885,1
SPRITE/FANTA/COLA,1885,3
WALLPAPER DINDING,1885,2
SPRINGBED VALENCIA,1886,1
CELENGAN SIZE S,1887,1
KARPET SPONS MURAH,1887,1
JEMURAN ALUMINIUM STANDART WARNA,1889,1
HANDUK DEWASA JUMBO,1889,1
TUDUNG SAJI WARNA,1889,1
RACUN CICAK,1890,1
STIKER MOMO,1890,1
JAM DINDING OGANA JUMBO,1891,2
BANTAL/GULING MAHKOTA HITAM,1891,2
ROYAL FOAM KAIN ZAKAT,1891,1
JAM DINDING OGANA JUMBO,1892,1
TAS PARSEL,1893,2
SPRITE/FANTA/COLA,1893,1
SPRITE/FANTA/COLA,1894,3
BELLAROSA SIRUP LEBARAN,1894,6
TIMBANGAN GSF 2OKG,1895,1
TELUR ASIN,1896,4
BOTOL KACA KAKTUS,1897,1
TREMOS INDOGLASS 750ML,1898,1
SAJADAH AL JEDAH,1899,12
AGAR-AGAR INACO 1 KG,1900,1
JIPANG,1902,1
TOBELO COKLAT GOLDEN BALLS,1902,1
CERMIN SIZE XL,1903,1
RAK SEPATU SUSUN 5 GSF,1904,1
MASKER DUCKBIL HITAM,1904,1
CELENGAN SIZE L,1904,1
AGAR-AGAR INACO 1 KG,1904,1
BOTOL KACA KAKTUS,1904,1
KACANG KORO UK BSR,1904,1
STIK BALADO DUS,1905,1
SELIMUT KARAKTER ANAK,1906,2
PANCI SET 4 HAPPYFUN,1906,1
KIPAS DINDING WELHOME 1663E,1906,1
TOBELO COKLAT GOLDEN BALLS,1906,1
KIPAS WELHOME BERDIRI 1681,1906,1
KACANG KORO UK BSR,1907,2
KOMPOR TANAM WELHOME 2 TUNGKU,1907,2
UNTIR-UNTIR,1907,4
TOPLES KRUPUK 10L,1908,2
MAGICOM COSMOS 9308,1909,1
NAMPAN 4 SEDENG,1910,1
TALENAN KAYU KCL,1910,2
BLENDER KAPSUL,1910,1
BATRAI MAXWATT,1911,1
BATRAI MAXWATT,1912,2
PAYUNG LIPAT MOTIF,1913,2
SIKAT CUCI BAJU,1913,1
RAK COSMIC 3SSN ABU,1913,1
TUDUNG SAJI WARNA,1913,1
AGAR-AGAR INACO 1 KG,1913,1
HANDUK MERAH PUTIH UK60,1913,1
BATRAI MAXWATT,1914,1
